"","BAM","PA_CF_ATM","PA_RH","PA_Temp","BC","hour","Predicted_Corrected_ATM_pred"
"2727",15.1,23.32633333,38.53333333,89.86666667,2.287183333,11,16.586677713427
"2728",18.1,22.374,36.66666667,91.23333333,2.870583333,12,17.1519951489576
"2729",11.3,17.71166667,35.13333333,92.2,2.122116667,13,14.3518171896671
"2730",15.7,16.385,39.36666667,89.66666667,2.22415,15,13.1693019726023
"2731",12.7,18.7205,45.03333333,86.53333333,2.299166667,16,13.4341609907913
"2732",20.6,24.422,51.1,83.03333333,2.931733333,17,15.747531408481
"2733",13.6,25.4715,56.1,80.6,3.1999,18,15.373625168431
"2734",15.1,27.417,56.26666667,80.46666667,4.134133333,19,17.2035067053963
"2735",14.8,27.31110222,57.14285714,79.64285714,3.799083333,20,16.4596851694261
"2736",12.5,28.88139785,61.66666667,78.76666667,2.840533333,21,15.2079241408512
"2737",15.3,20.5735,67.23333333,76.33333333,3.97225,22,12.4383729166212
"2738",9.5,19.85383333,67.56666667,76.76666667,2.554433333,23,10.4301758432031
"2739",9.3,18.80033334,67.03333333,77,1.933732143,0,9.26575553136549
"2740",8,19.85383334,67,77,1.612916667,1,9.36408050998043
"2741",8.9,17.68466667,66,77,1.514716667,2,8.27825034031109
"2742",10.6,19.85266667,66.23333333,76.7,1.608916667,3,9.30795899783982
"2743",10,20.7315,66.83333333,76,1.840516667,4,9.7823092497792
"2744",12.7,25.76633334,66.8,75.6,2.117116667,5,12.0684386749333
"2745",16.3,32.1205,67.16666667,75.33333333,2.640083333,6,15.2300658538556
"2746",18.3,34.08483334,64.1,76.8,2.594766667,7,16.7733021926124
"2747",16.4,35.16066667,57.7,80.53333333,3.064666667,8,19.5266766931805
"2748",17.9,33.71116667,47.7,86.1,2.796183333,9,19.7891647337156
"2749",15.4,31.661,42.3,89.43333333,2.73215,10,19.2756339037007
"2750",21.4,30.84966667,43.9,88.4,3.544816667,11,19.7087354521862
"2751",15.4,26.24766667,43.16666667,89.93333333,2.152966667,12,15.9265678962507
"2752",19.2,24.829,40.46666667,91,2.287766667,13,16.1637331752586
"2753",7.8,19.64766667,39.46666667,91.43333333,2.011316667,14,13.8596741048764
"2754",17.6,18.46233334,38.1,92.36666667,2.562683333,15,14.1768186029067
"2755",14.9,22.24983333,41.9,89.53333333,3.237966667,16,16.2794140088656
"2756",20.5,22.03766667,44.43333333,87.86666667,2.924316667,17,15.4595605875162
"2757",20.7,28.84283333,50.7,83.7,4.362566667,18,19.1771730860638
"2758",27,35.2345,54.83333333,81.96666667,6.0916,19,23.0677071758847
"2759",18.7,26.6225,56.4,80.8,5.273321429,20,18.0590187077421
"2760",14.7,23.096,58.8,80,3.588233333,21,14.4932090888044
"2761",22.8,28.41583333,62.36666667,79,4.04835,22,16.5710956624189
"2762",14.7,29.90016667,65,78,3.309933333,23,15.8411478209294
"2763",16.6,32.11316667,65.7,77.86666667,4.214566667,0,17.901009014274
"2764",15.4,30.23283333,65.6,77.6,2.72565,1,15.1012032188934
"2765",16.4,29.9285,64.96666667,78,2.842166667,2,15.2596320581914
"2766",18.9,32.0585,63.96666667,78,3.073033333,3,16.5665926793411
"2767",17.3,30.49116667,64.26666667,77.2,2.482583333,4,14.8475896460517
"2768",19.1,30.99766667,65.73333333,76.33333333,2.865766667,5,15.2657946234404
"2769",13.3,25.7985,66.53333333,75.9,2.854516667,6,13.0785555612649
"2770",16.6,28.946,62.46666667,78.03333333,3.351166667,7,15.6290852017745
"2771",7.1,25.12583334,58.8,79.4,3.10685,8,14.5291081296416
"2772",8.9,20.58883333,51.43333333,83.43333333,2.0833,9,12.9651707633813
"2773",9.5,23.93733334,44.53333333,87.83333333,2.69015,10,15.9180171684275
"2774",9.1,23.3545,37.23333333,93.2,2.70705,11,16.5522730165585
"2775",16.3,22.73983333,32.53333333,97.03333333,3.09845,12,17.5710010996568
"2776",9,19.03466667,32.33333333,97,2.948183333,13,15.8174179608073
"2777",12.2,16.023,28.93333333,99.96666667,2.622763636,14,15.2216088878971
"2778",16,16.024,30.46666667,98.46666667,2.500316667,15,14.4386818045023
"2779",16.8,20.20766667,37.33333333,91.86666667,3.439966667,16,16.5083833143842
"2780",20.2,26.88733334,42.43333333,87.1,3.712316667,17,19.2764197333469
"2781",21.3,37.104,44.83333333,85.13333333,4.95925,18,26.0172894287713
"2782",33.1,40.73933334,46.3,83.5,8.619216667,19,31.2214301578596
"2783",50.4,63.37033334,50.73333333,82.16666667,12.66968333,20,57.0557836988412
"2784",40.9,51.07866667,56.03333333,80.83333333,9.47805,21,41.4685036348353
"2785",31.4,44.25816667,58.86666667,79.26666667,5.777089286,22,31.0965688487643
"2786",26.2,43.70233333,60.56666667,78.93333333,5.219466667,23,29.8427711625459
"2787",33.3,46.0795,61.23333333,78.93333333,4.778583333,0,32.2621465960293
"2788",34.9,47.32316667,61.66666667,78.2,5.3552,1,33.9814542345196
"2789",29.1,47.286,63.4,77.23333333,4.925883333,2,33.2319193469785
"2790",25.2,45.4785,64.7,76.33333333,3.84685,3,29.620363436891
"2791",33.4,47.9045,64.63333333,76.43333333,4.471283333,4,33.2441270069434
"2792",39.5,49.6305,64.2,76.33333333,4.1257,5,34.8316888589408
"2793",37.6,54.09683334,64.8,76,5.083733333,6,40.5367552882645
"2794",34.2,51.909,62.8,77.36666667,4.836233333,7,38.4428038200406
"2795",23.9,45.07433333,54.3,81.66666667,3.801866667,8,31.3160141981312
"2796",22.1,40.76883333,41.2,89,3.17959322,9,27.6093619433984
"2797",22.6,35.259,30.86666667,95.1,2.443483333,10,23.3132219855792
"2798",22.4,31.9115,26.13333333,99.43333333,2.252089286,11,22.2594478177664
"2799",21.2,29.25966667,23.43333333,102.2333333,2.116416667,12,21.9618554175637
"2800",15.4,28.96383333,22.16666667,102.4,2.105883333,13,22.1025376954954
"2801",24.7,29.02466667,20.2,104.8,2.054466667,14,22.4855892982392
"2802",20.1,24.71566667,20.63333333,103.0333333,1.835683333,15,20.4834578073151
"2803",16.7,23.56416667,22.73333333,100.3666667,1.82295,16,19.3396144906704
"2804",22.5,30.2495,29.86666667,92.23333333,2.77815,17,22.0901901295355
"2805",30.7,37.92183333,35.3,87.33333333,4.053616667,18,28.3665980411592
"2806",33.1,39.09783333,38.8,84.9,4.3609,19,29.4189516161467
"2807",28.6,38.55033333,41.26666667,82.76666667,3.592316667,20,27.4827058775017
"2808",25.5,40.25383333,46.1,80.86666667,3.3923,21,27.2613033904998
"2809",24.8,40.82383334,49.83333333,79.43333333,3.529383333,22,26.6409053592264
"2810",24.7,40.41766667,51.7,79,3.300366667,23,25.3142476078644
"2811",27,41.034,52.6,79,3.229916667,0,25.6956782293005
"2812",27.8,41.86883334,54.23333333,79,3.396466667,1,26.518804461094
"2813",26.1,42.62033334,55.63333333,78.46666667,3.369983333,2,26.9639657641352
"2814",28,43.82833333,57.3,77.73333333,3.393883333,3,27.9769165788019
"2815",31.1,46.9845,60.1,77,3.565446429,4,31.4810346793289
"2816",38,50.869,62.46666667,76.33333333,4.152216667,5,36.3232324058649
"2817",47.4,59.49333334,64.83333333,75.86666667,5.3246,6,46.0697412864716
"2818",36.3,56.23683334,62.96666667,77.03333333,5.2743,7,43.2217614009811
"2819",31.8,46.4585,56.06666667,80.9,3.921066667,8,32.7357338407301
"2820",22,41.32266667,48.76666667,85.26666667,3.19975,9,26.9966932294303
"2821",18.7,28.39333334,43.33333333,88.63333333,2.207516667,10,17.1371932237352
"2822",15.4,23.81983334,40.7,90.4,2.296383333,11,15.8843468553984
"2823",5.8,17.89883334,35.5,93.63333333,1.76605,12,13.4470936850119
"2824",9.6,20.54933334,35.1,94.46666667,1.789666667,13,14.5990949310277
"2825",9.2,12.85733333,30.2,98.66666667,1.519983051,14,11.888122141591
"2826",16.2,18.10266667,30.13333333,98.23333333,2.226633333,15,15.1799472253007
"2827",15.5,15.48116667,30.03333333,97.86666667,3.08245,16,15.0555865745171
"2828",15.9,22.231,38.53333333,90.63333333,3.432483333,17,17.3457096301721
"2829",31.5,41.0915,44.96666667,86.83333333,6.399,18,30.2800653618525
"2830",23.5,36.39566667,50.73333333,84.26666667,4.828285714,19,23.7666940675705
"2831",18.3,29.4525,56.03333333,82,3.508616667,20,17.4255027444838
"2832",24.7,33.22966667,59.5,80.6,4.634666667,21,19.9922915493545
"2833",19.3,34.82366667,63.43333333,79.06666667,3.836533333,22,19.4996274691745
"2834",18.2,35.2445,64.16666667,78.4,3.3733,23,18.9967800855697
"2835",20.2,34.70862069,63.34482759,78.86206897,2.880766667,0,18.1604066135417
"2836",12.7,26.1938871,62.36666667,78.2,2.94035,1,14.1299735249335
"2837",13.1,21.851,61.66666667,77.83333333,2.412983333,2,11.6869224595564
"2838",9.5,20.45833334,61.96666667,77.03333333,2.75125,3,11.2571859866543
"2839",14.8,25.43183333,63.86666667,76.2,3.268266667,4,13.6452799945358
"2840",16.4,32.324,63.93333333,76,4.415933333,5,17.8016991620067
"2841",18.3,35.99083333,64.73333333,76.03333333,4.338466667,6,20.0573640447369
"2842",20.3,40.986,61.8,78,5.135416667,7,26.2882012381168
"2843",14.6,30.16166667,52.36666667,82.6,3.31045,8,18.1487431591375
"2844",12.2,22.998,40.26666667,89.73333333,2.92875,9,16.6981732878102
"2845",15.8,22.8485,33.56666667,94.26666667,3.145433333,10,17.850566433119
"2846",17.9,18.94883334,30.33333333,96.4,2.709410714,11,16.2171011380459
"2847",18.7,21.88166667,29.3,96.63333333,3.9007,12,19.3420483931719
"2848",18.6,21.0285,24.53333333,101.5333333,3.65675,13,20.3313189996878
"2849",14.9,13.51583333,20.96666667,105.1,2.84915,14,16.7710135182966
"2850",13,14.02516667,20.23333333,105.2333333,3.389983333,15,17.7841129028532
"2851",13.2,13.60216667,22.3,102.4666667,2.475216667,16,16.0056639812075
"2852",14.3,18.70282184,29.89655172,94.27586207,4.213733333,17,18.5743635052012
"2853",21.8,22.74566667,40.13333333,88.36666667,5.38425,18,19.7600886537558
"2854",14.8,18.7495,53.93333333,82.96666667,2.041116667,19,11.5804966104193
"2855",8.6,15.19083334,56.76666667,81.06666667,1.847816667,20,9.16758174882804
"2856",9.7,13.0325,57.93333333,80,2.169083333,21,8.235015185472
"2857",6.4,13.6025,60.36666667,79.1,1.533266667,22,7.27334764694083
"2858",10.5,14.77666667,61.86666667,78.53333333,1.475416667,23,7.48711545453416
"2859",2.7,13.2895,63.33333333,78,1.257316667,0,6.32132876682238
"2860",7.6,14.46266667,63.7,77.8,1.379133333,1,6.9277064397358
"2861",12.7,27.746,63.6,77.96666667,2.643733333,2,14.2048096920895
"2862",10.2,20.8905,62.86666667,77.86666667,2.141716667,3,10.8826232765169
"2863",14.5,24.07966667,63.46666667,77.4,3.199333333,4,13.3775728237991
"2864",12.6,27.08833334,63.6,77.06666667,3.20105,5,14.412052986823
"2865",16.3,32.33633333,63.5,77,4.345,6,18.0070895834832
"2866",20.5,35.7685,57.36666667,78.13333333,4.40825,7,21.0437999381711
"2867",21.7,36.79533333,51.5,81.43333333,4.175516667,8,23.4165733389908
"2868",16.8,31.86793104,45.17241379,86.5862069,2.990333333,9,19.6583086582804
"2869",30.7,28.82435484,40.51612903,89.90322581,2.3209,10,18.0145433815907
"2870",13.5,27.58366667,42.56666667,88.43333333,2.429433333,11,17.432051091696
"2871",11,21.654,39.33333333,91.3,1.907083333,12,14.7128545599322
"2872",14.2,17.71583334,33.4,96.63333333,1.603333333,13,13.2170242841848
"2873",17.4,15.27103449,47.62068966,88.82758621,1.834516667,14,9.68325959388272
"2874",17,13.53116667,59.43333333,83.03333333,2.207316667,16,8.599700928002
"2875",17.3,17.00716667,64.1,80.56666667,4.113333333,17,12.1947898138121
"2876",6.4,18.96616667,66,77.7,2.3605,18,10.1022044086788
"2877",12.3,24.783,67.3,76.16666667,2.963566667,19,12.8689896279817
"2878",16.2,29.31563218,68.20689655,76.34482759,2.949983333,20,14.5633948226724
"2879",19,31.75166667,67.66666667,76.13333333,2.542383333,21,15.089778806198
"2880",17.2,35.59683333,66.7,76,2.67715,22,17.6177076451983
"2881",20.6,39.743,66.9,76,2.719133333,23,21.4161328182111
"2882",22.7,39.29016667,67.03333333,76.43333333,2.585833333,0,20.8839262420743
"2883",17,34.7465,67.1,76.13333333,1.822433333,1,15.9722082026295
"2884",15.5,31.21683334,67.9,75.8,1.302366667,2,13.2338217506006
"2885",20.8,36.28566667,67.83333333,75.6,1.761183333,3,16.886425148904
"2886",37.3,50.15266667,66.1,76,2.841196429,4,33.6578088901418
"2887",38.1,50.793,65.93333333,75.66666667,2.95905,5,34.4467309914485
"2888",42.9,53.57783334,64.96666667,75.53333333,3.68445,6,38.3722492720861
"2889",47.1,57.746,62.03333333,77.13333333,5.0303,7,44.602114336115
"2890",40.7,57.24916667,56.56666667,79.3,4.291033333,8,44.4825331920308
"2891",38.5,50.3115,49.23333333,83.4,3.642833333,9,38.3559805077209
"2892",39.2,49.85283333,44.33333333,86.66666667,3.779683333,10,38.6769424206469
"2893",35.8,47.94942118,43.42857143,86.82142857,3.5092,11,36.4095614424819
"2894",30.5,45.90286207,41.75862069,88.31034483,3.829233333,12,34.4714125496908
"2895",35,45.09966667,40.13333333,88.96666667,3.1465,13,33.0019755284327
"2896",30.8,43.58066667,41.13333333,88.1,3.13915,14,31.1082237226026
"2897",35.4,45.14433334,42.33333333,87.26666667,3.456133333,15,33.2414765837548
"2898",35.4,45.959,43.46666667,86.86666667,3.794833333,16,34.3873429506384
"2899",42.3,49.02617817,47.66666667,84.3,4.70285,17,38.4093124881224
"2900",47.8,51.85466667,52.9,81.2,5.859633333,18,41.2260787131606
"2901",48.3,54.2365,54.93333333,80,6.367696429,19,43.3624955772008
"2902",42.1,53.58733334,56.43333333,78.9,6.7756,20,42.3001214042042
"2903",42.9,54.697,57.83333333,78.4,7.21585,21,43.2668899107829
"2904",47.6,57.95333334,59.13333333,77.9,8.12855,22,46.608339117009
"2905",46.2,61.87448387,63.53333333,77,6.95535,23,49.3451317141862
"2906",50.5,60.471,64.46666667,77,6.062383333,0,47.715730795588
"2907",41.2,55.01516667,64.56666667,76.13333333,4.46955,1,40.9432944372181
"2908",38,52.65383334,64.6,76,4.442883333,2,38.4102873038947
"2909",36.9,52.28233334,64.53333333,75.46666667,4.190466667,3,37.6087259039744
"2910",36.5,51.1565,66,74.2,3.789214286,4,35.5878799893565
"2911",32.4,49.13833334,66.13333333,74,3.845566667,5,33.3556360188915
"2912",33.6,51.11116667,65.4,74.23333333,4.557,6,36.4505769996411
"2913",22.7,40.96216667,38.6,90.8,3.910666667,11,29.0883091532022
"2914",24.7,38.1725,33.7,95.26666667,3.421566667,12,25.9861998896669
"2915",24.9,38.71933334,33.83333333,94.8,3.183716667,13,26.2754547538151
"2916",22.2,33.48466667,32.26666667,96.23333333,3.1016,14,22.2817730498917
"2917",25.7,33.71716667,33.16666667,94.96666667,3.2824,15,22.597793591485
"2918",30.5,45.20233334,36.33333333,92.06666667,3.497366667,16,33.9331392736967
"2919",30.1,36.0325,43.5,86.26666667,4.448566667,17,24.728910020707
"2920",30,38.58966667,48.06666667,83.26666667,4.961214286,18,26.7628763770793
"2921",39,50.77133333,51.86666667,81.46666667,6.873266667,19,40.6800395380556
"2922",36.7,46.25116667,54.3,79.76666667,6.288916667,20,34.4710379135165
"2923",25.5,42.82666667,56.06666667,78.46666667,5.297033333,21,29.2082122601828
"2924",23.7,40.401,56.83333333,77.6,4.568266667,22,25.4525754893731
"2925",30.1,42.73883334,58.13333333,76.73333333,5.113,23,28.2103662513022
"2926",26.4,42.38366667,60.66666667,75.26666667,3.79865,0,25.8334158405976
"2927",21.7,40.88116667,61,75,3.3625,1,23.4982106345923
"2928",25.9,43.30066667,62.26666667,74.13333333,4.128966667,2,26.9840977405612
"2929",28.8,45.05616667,62.76666667,73.76666667,4.535283333,3,29.4384151613492
"2930",29.1,45.007,63.76666667,72.36666667,3.780816667,4,28.2242596241928
"2931",28.6,45.48833334,63.96666667,71.9,3.286839286,5,28.0938628925482
"2932",29.8,47.94266667,64.26666667,71.2,4.101583333,6,31.8855154455143
"2933",32.4,51.73833333,63,71.9,5.306116667,7,37.4970932058612
"2934",28.5,47.20583333,54.26666667,76.53333333,4.209516667,8,33.1422836722092
"2935",24.6,43.70633333,41.5,84.16666667,4.2047,9,33.6443748076385
"2936",14.7,34.045,30.46666667,91.16666667,2.564683333,10,23.9167109978224
"2937",15.8,24.88566667,23.03333333,97.5,1.969616667,11,19.7953774391547
"2938",7.7,14.638,18.06666667,100.8666667,1.539983333,12,15.6348157661644
"2939",16.1,17.12833334,17.4,102.5,1.743983333,13,17.2878360946765
"2940",13.5,19.23997701,16.63333333,102.3,1.953716667,14,18.5301389714471
"2941",15.8,18.00466667,16.9,101.6666667,1.856566667,15,17.7512819696194
"2942",21.6,20.054,21.83333333,96.63333333,2.037883333,16,18.1580675853218
"2943",19.6,29.2285,31.83333333,88.83333333,3.101783333,17,22.4644725986059
"2944",31.5,39.8625,36.46666667,85.5,4.584816667,18,31.0779714995863
"2945",49.6,59.885,43.1,82.26666667,8.084196429,19,53.0755586369581
"2946",49.7,56.073,47.93333333,80.2,5.555316667,20,46.5802243592964
"2947",44.9,56.6405,52,78.3,5.117816667,21,45.2517094278735
"2948",41.8,54.81766667,53.86666667,77.96666667,5.23175,22,42.9967164633748
"2949",48.5,56.85883334,54.73333333,77.86666667,6.1112,23,45.3868019764786
"2950",50.4,64.6375,57.6,77,7.24605,0,52.24370147492
"2951",53.6,67.07816667,60.06666667,76.2,6.836466667,1,53.5865464716669
"2952",50.5,63.42016667,60.86666667,76,4.900083333,2,49.5090089439522
"2953",50.3,63.958,61.46666667,75.5,4.2125,3,49.1008345240743
"2954",49.6,62.41283333,61.96666667,74.83333333,4.588583333,4,48.0048650233605
"2955",46,63.6835,61.66666667,74.4,4.58305,5,49.0311639547799
"2956",57.3,67.257,62.1,74,4.531321429,6,51.7178577427304
"2957",46.1,66.40116667,59.43333333,74.93333333,5.06535,7,51.9420788553959
"2958",43,58.61782143,50.89285714,78.82142857,4.296916667,8,46.8123808907651
"2959",46.9,55.35916667,43.23333333,85.16666667,5.044066667,9,46.764016135218
"2960",47.4,52.62233334,36.73333333,89.93333333,5.119616667,10,44.6901833025963
"2961",42.7,48.88816667,30.7,94.63333333,4.862933333,11,40.9905864167614
"2962",38.7,44.86783334,25.86666667,98.76666667,4.263366667,12,36.6871328321214
"2963",26.4,35.13883334,21.26666667,101.9,2.816766667,13,26.3019179156325
"2964",25.5,31.746,20.5,103.0333333,2.523616667,14,24.1424796541014
"2965",23.2,30.2655,21.16666667,101.0333333,2.559166667,15,23.1782086533956
"2966",22.2,33.14533334,25.23333333,96.03333333,2.513833333,16,23.5792327808297
"2967",29.3,35.85133334,32.53333333,89.46666667,3.868933333,17,26.6474865951481
"2968",37.4,43.227,41.46666667,84.63333333,5.902241379,18,34.3909621760867
"2969",33.7,46.21066667,44.7,83.03333333,6.989603448,19,37.5350451799091
"2970",54.9,64.1805,46.06666667,82.4,11.89851667,20,58.7213960646111
"2971",49.1,55.35333334,48.73333333,81.6,8.977133333,21,47.3237755415535
"2972",43.5,49.95183334,50.63333333,79.83333333,6.402016667,22,39.6397824135251
"2973",38.4,50.74233334,55,77.9,4.845783333,23,38.1004304322233
"2974",37.5,52.50933334,56.6,77,3.6736,0,38.2119870897657
"2975",38.6,53.93466667,58.13333333,76.4,3.9796,1,39.7482958221984
"2976",40,55.2885,59.6,75.83333333,3.875928571,2,40.7425021126809
"2977",35.4,51.14316667,59.53333333,75,3.233316667,3,35.3692105778275
"2978",35.4,51.878,60.1,74.73333333,4.1294,4,37.1808286211949
"2979",35.3,52.554,59.73333333,74.46666667,5.158166667,5,38.9097219669708
"2980",36.3,54.71336782,58.79310345,75.03448276,4.632866667,6,40.8995690565072
"2981",46.1,60.92683334,56.06666667,76.16666667,5.513083333,7,48.3005940676377
"2982",42.2,54.54433333,50,79.56666667,5.121366667,8,43.9732345970693
"2983",39,50.23466667,41.76666667,84.46666667,4.182683333,9,41.1149785230709
"2984",26.3,38.9115,37.16666667,87.23333333,3.178283333,10,27.6189542173034
"2985",25.1,34.35833333,32.5,90.73333333,2.8525,11,23.9265771906029
"2986",11.4,22.23783333,36.4,89.1,2.632216667,12,17.5376601345501
"2987",14,25.107,36.33333333,89.5,2.654816667,13,18.6076794849283
"2988",22.4,31.21383334,34.33333333,91.2,2.86055,14,21.4292137927026
"2989",24.9,32.62483333,34,90.73333333,3.258566667,15,22.897655180772
"2990",26.8,36.58216667,38.63333333,86.96666667,3.690857143,16,25.7235306818636
"2991",31.7,42.47533334,42.9,84.33333333,4.4744,17,31.9755749660264
"2992",38.4,48.64716667,47.3,81.96666667,6.290866667,18,39.3709014253167
"2993",52.3,58.85466667,50.9,80.46666667,9.42335,19,50.3939346655232
"2994",50.5,59.574,51.63333333,79.66666667,9.24245,20,50.5820657057818
"2995",44.1,54.4295,55.4,78.16666667,7.63235,21,43.3943857022419
"2996",38.6,54.86583334,59.6,77,6.131066667,22,42.5142338181602
"2997",40.4,53.86633333,60.53333333,76.86666667,5.156133333,23,40.7917811092806
"2998",35.5,52.44133334,60.36666667,75.53333333,4.335160714,0,38.1741770136699
"2999",35.6,52.1005,61.9,74.4,3.526533333,1,36.5013304226676
"3000",38.4,52.93383334,63.9,73.06666667,3.6343,2,37.1931998702883
"3001",33.1,52.19966667,64.2,72.23333333,3.554283333,3,36.1564446677202
"3002",36.4,50.71633334,64.33333333,71.56666667,3.455666667,4,34.2996238229734
"3003",38.2,52.11566667,64.56666667,70.73333333,3.91835,5,36.2619735603951
"3004",34,51.00766667,64.4,70.1,3.964116667,6,35.0167885575218
"3005",37.6,50.83433333,62.76666667,71.36666667,4.234716667,7,35.415481200717
"3006",35.3,49.14833333,57.5,74.7,3.99505,8,34.2311912211807
"3007",26.6,41.56416667,45.56666667,81.63333333,3.052233333,9,28.5382661413256
"3008",26.1,40.444,37.03333333,87.3,3.0789,10,29.1131706171929
"3009",25,37.08425862,28.53333333,93.73333333,3.04195,11,26.644229120085
"3010",21.8,32.12285058,22.73333333,97.76666667,2.706466667,12,23.6789477366818
"3011",21.7,29.9505,20.76666667,99.2,2.625816667,13,22.9598966788086
"3012",22.3,25.21783334,19.93333333,99.23333333,2.597916667,14,21.2337810501204
"3013",22.7,26.33,21.8,97.53333333,3.056733333,15,21.9186427348838
"3014",24.7,30.9325,27.16666667,92.46666667,3.803303571,16,24.4691187587914
"3015",33,37.55533334,35.13333333,86.4,4.99475,17,29.3774787425174
"3016",31.3,40.82933333,40.36666667,83.13333333,6.175716667,18,32.4135157963745
"3017",38.2,44.509,43.53333333,82.8,5.953133333,19,35.5408432765404
"3018",35.7,47.25183334,46.83333333,82,6.67485,20,38.0207047996387
"3019",34.3,44.85233334,49.7,80.9,4.073833333,21,32.3565587460446
"3020",31.2,43.76483334,53.06666667,79.73333333,3.715583333,22,29.5674733970901
"3021",37.5,47.3355,56.16666667,79,3.946383333,23,33.3617643964289
"3022",41.2,52.259,60.1,78.4,4.6749,0,39.1227876442684
"3023",36.3,51.18783333,62,77.03333333,3.867066667,1,36.5423338456986
"3024",31.2,45.9725,61.93333333,77,3.115283333,2,29.5892466734004
"3025",23,40.2895,61.66666667,77,2.581083333,3,22.3066811080639
"3026",30.3,42.80316667,59.53333333,77,2.840183333,4,25.624367644109
"3027",37.4,48.63783334,61.2,76.1,3.89815,5,33.5157716764904
"3028",37.3,48.92466667,60.73333333,76,4.275678571,6,34.2951139419356
"3029",36.4,49.513,63,75.73333333,4.7333,7,35.2590896566397
"3030",27.6,47.577,60.6,77.43333333,4.714716667,8,33.5847036274525
"3031",32.3,44.10433334,51.53333333,81.93333333,4.120816667,9,31.1442923602262
"3032",25.7,37.988,44.9,86.16666667,3.669716667,10,25.0560498249681
"3033",21.4,32.54916667,41.9,87.7,3.628166667,11,21.5540217499471
"3034",19.3,32.69733333,41.23333333,88.63333333,3.743666667,12,21.7058765253983
"3035",19.2,30.87283334,41.33333333,88.36666667,3.293116667,13,20.2861801741497
"3036",18.9,30.41716667,38.76666667,90.5,3.5047,14,20.579820584289
"3037",23.4,29.82066667,38.76666667,90.26666667,3.64495,15,20.5756392770598
"3038",21.2,35.42883334,44.43333333,86.4,3.997816667,16,23.3986346738565
"3039",29,38.2985,46.53333333,84.96666667,4.875516667,17,26.5272733727968
"3040",35.4,44.41383334,50.73333333,82.56666667,7.765683333,18,33.8699994806411
"3041",53.7,62.26733334,53.06666667,82,10.90828571,19,54.4771079291251
"3042",28.7,46.11816667,55.7,80.53333333,5.565483333,20,33.8859694452652
"3043",24.3,37.329,59.13333333,79.23333333,3.533833333,21,21.4093829473778
"3044",19.8,34.088,60.03333333,78.43333333,3.185433333,22,18.2076331893711
"3045",16.7,31.84483334,62.2,77.2,2.6797,23,15.8151863107606
"3046",11.2,33.33883334,64.03333333,76,2.464566667,0,15.9540077369516
"3047",19.7,35.66966667,65.53333333,75.33333333,2.531933333,1,17.3816222291489
"3048",20.3,34.93,65.93333333,75,2.4326,2,16.6331379950303
"3049",17.2,35.15133334,65.9,74.9,2.706866667,3,17.1126991876652
"3050",18.8,36.15033334,66.2,74,2.789366667,4,17.7824859841238
"3051",20.9,34.46583333,66.83333333,74,2.397716667,5,16.0418146240993
"3052",17.5,33.06083334,66.03333333,74.43333333,2.668433333,6,15.6296284067556
"3053",13.9,31.84316667,63.6,76.13333333,3.054016667,7,15.9412336666587
"3054",10.2,28.21366667,59.86666667,78.6,3.1147,8,15.3736203093289
"3055",10.5,21.16366667,57.26666667,80.03333333,2.392866667,9,12.3417751181487
"3056",13.6,24.462,57.26666667,80.76666667,2.642892857,10,14.1551359474348
"3057",8.5,22.55916667,54.2,82.13333333,3.192533333,11,14.6909771932421
"3058",5.2,18.93483334,40.63333333,90.1,2.97265,12,14.7297443210451
"3059",7.1,15.00583333,31.76666667,95.3,2.280733333,13,13.5577754813468
"3060",11.6,14.87616667,32.36666667,93.73333333,2.1765,14,13.5742849060329
"3061",13.7,16.52233334,30.36666667,95.13333333,2.09285,15,14.5423739989537
"3062",10.5,18.23883334,32.76666667,92.1,2.419383333,16,15.8044978441838
"3063",25.8,22.70916667,37.26666667,88.33333333,2.749166667,17,17.8257184172529
"3064",21.9,28.5605,45.46666667,83.9,3.92305,18,20.0637810365035
"3065",22.4,28.23933334,51.1,81.66666667,3.0751,19,17.3734620100901
"3066",18.7,27.633,55.1,79.4,2.843283333,20,15.6089500562689
"3067",11.8,27.25966667,59.03333333,78,2.78395,21,14.4964730582375
"3068",12.4,22.25466667,60.2,78,2.263016667,22,11.8161002853109
"3069",12.1,20.2885,61.26666667,77.23333333,2.067783333,23,10.4287640039548
"3070",10.4,19.74066667,61.9,77,1.857683333,0,9.82394204551887
"3071",13.9,20.45116667,62.83333333,76.63333333,1.549933333,1,9.62842187823208
"3072",6.8,21.25833334,63.16666667,76,1.591333333,2,9.86019088362584
"3073",12.9,30.8545,63.7,75.13333333,2.290066667,3,14.2819739537935
"3074",17.7,35.3745,64.4,75,2.723216667,4,17.3740426398115
"3075",10.2,27.30216667,65.5,74.06666667,1.670183333,5,11.8275691597053
"3076",13.3,33.53183334,65.5,74.43333333,2.824766667,6,16.1212512316455
"3077",17.8,39.705,62.43333333,76.4,3.459125,7,22.5992754611466
"3078",15.6,32.9615,57.16666667,79.9,2.574916667,8,17.4406441082826
"3079",8.2,23.85466667,49.23333333,84.9,2.0531,9,14.5720242471914
"3080",10.7,19.804,44.83333333,87,1.6779,10,13.0883089048631
"3081",5.1,19.85016667,42.8,88.56666667,2.232866667,12,13.9558716452457
"3082",15.8,13.64866667,37.26666667,91.33333333,1.774933333,13,11.574974037759
